סעיף,יח',מחיר,תאור
57.053.0221,מ',440,"צינורות לתיעול (ניקוז) ולביוב מפוליפרופילן (PP) בעלי דופן מבני דגם ""פלדקס""(SN8) או ש״ע לפי ת""׳ 21138 חלק 3  קוטר פנימי 300 מ״מ מונחים בקרקע בעומק מעל 1.25 מ' ועד 1.75 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0222,מ',460,"צינורות לתיעול (ניקוז) ולביוב מפוליפרופילן (PP) בעלי דופן מבני דגם ""פלדקס""(SN8) או ש״ע לפי ת""׳ 21138 חלק 3  קוטר פנימי 300 מ״מ מונחים בקרקע בעומק מעל 1.75 מ' ועד 2.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0223,מ',480,"צינורות לתיעול (ניקוז) ולביוב מפוליפרופילן (PP) בעלי דופן מבני דגם ""פלדקס""(SN8) או ש״ע לפי ת""׳ 21138 חלק 3  קוטר פנימי 300 מ״מ מונחים בקרקע בעומק מעל 2.25 מ' ועד 2.75 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0224,מ',510,"צינורות לתיעול (ניקוז) ולביוב מפוליפרופילן (PP) בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 21138 חלק 3  קוטר פנימי 300 מ״מ מונחים בקרקע בעומק מעל 2.75 מ' ועד 3.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0230,מ',550,"צינורות לתיעול (ניקוז) ולביוב מפוליפרופילן (PP) בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 21138 חלק 3  קוטר פנימי 400 מ״מ מונחים בקרקע עד עומק 1.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0231,מ',560,"צינורות לתיעול (ניקוז) ולביוב מפוליפרופילן (PP) בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 21138 חלק 3  קוטר פנימי 400 מ״מ מונחים בקרקע בעומק מעל 1.25 מ' ועד 1.75 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0232,מ',580,"צינורות לתיעול (ניקוז) ולביוב מפוליפרופילן (PP) בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 21138 חלק 3  קוטר פנימי 400 מ״מ מונחים בקרקע בעומק מעל 1.75 מ' ועד 2.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0233,מ',600,"צינורות לתיעול (ניקוז) ולביוב מפוליפרופילן (PP) בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 21138 חלק 3  קוטר פנימי 400 מ״מ מונחים בקרקע בעומק מעל 2.25 מ' ועד 2.75 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0234,מ',630,"צינורות לתיעול (ניקוז) ולביוב מפוליפרופילן (PP) בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 21138 חלק 3  קוטר פנימי 400 מ״מ מונחים בקרקע בעומק מעל 2.75 מ' ועד 3.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0240,מ',720,"צינורות לתיעול (ניקוז) ולביוב מפוליפרופילן (PP) בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 21138 חלק 3  קוטר פנימי 500 מ״מ מונחים בקרקע עד עומק 1.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0241,מ',740,"צינורות לתיעול (ניקוז) ולביוב מפוליפרופילן (PP) בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 21138 חלק 3  קוטר פנימי 500 מ״מ מונחים בקרקע בעומק מעל 1.25 מ' ועד 1.75 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0242,מ',760,"צינורות לתיעול (ניקוז) ולביוב מפוליפרופילן (PP) בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 21138 חלק 3  קוטר פנימי 500 מ״מ מונחים בקרקע בעומק מעל 1.75 מ' ועד 2.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0243,מ',780,"צינורות לתיעול (ניקוז) ולביוב מפוליפרופילן (PP) בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 21138 חלק 3  קוטר פנימי 500 מ״מ מונחים בקרקע בעומק מעל 2.25 מ' ועד 2.75 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0244,מ',820,"צינורות לתיעול (ניקוז) ולביוב מפוליפרופילן (PP) בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 21138 חלק 3  קוטר פנימי 500 מ״מ מונחים בקרקע בעומק מעל 2.75 מ' ועד 3.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0245,מ',870,"צינורות לתיעול (ניקוז) ולביוב מפוליפרופילן (PP) בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 21138 חלק 3  קוטר פנימי 500 מ״מ מונחים בקרקע בעומק מעל 3.25 מ' ועד 3.75 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0250,מ',890,"צינורות לתיעול (ניקוז) ולביוב מפוליפרופילן (PP) בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 21138 חלק 3  קוטר פנימי 600 מ״מ מונחים בקרקע עד עומק 1.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0251,מ',910,"צינורות לתיעול (ניקוז) ולביוב מפוליפרופילן (PP) בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 21138 חלק 3  קוטר פנימי 600 מ״מ מונחים בקרקע בעומק מעל 1.25 מ' ועד 1.75 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0252,מ',930,"צינורות לתיעול (ניקוז) ולביוב מפוליפרופילן (PP) בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 21138 חלק 3  קוטר פנימי 600 מ״מ מונחים בקרקע בעומק מעל 1.75 מ' ועד 2.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0253,מ',950,"צינורות לתיעול (ניקוז) ולביוב מפוליפרופילן (PP) בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 21138 חלק 3  קוטר פנימי 600 מ״מ מונחים בקרקע בעומק מעל 2.25 מ' ועד 2.75 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0254,מ',980,"צינורות לתיעול (ניקוז) ולביוב מפוליפרופילן (PP) בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 21138 חלק 3  קוטר פנימי 600 מ״מ מונחים בקרקע בעומק מעל 2.75 מ' ועד 3.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0255,מ',1020,"צינורות לתיעול (ניקוז) ולביוב מפוליפרופילן (PP) בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 21138 חלק 3  קוטר פנימי 600 מ״מ מונחים בקרקע בעומק מעל 3.25 מ' ועד 3.75 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0256,מ',1070,"צינורות לתיעול (ניקוז) ולביוב מפוליפרופילן (PP) בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 21138 חלק 3  קוטר פנימי 600 מ״מ מונחים בקרקע בעומק מעל 3.75 מ' ועד 4.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0261,מ',1150,"צינורות לתיעול (ניקוז) ולביוב מפוליאתילן מחוזקים בפלדה בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 5302  קוטר פנימי 700 מ״מ מונחים בקרקע עד עומק 1.75 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0262,מ',1170,"צינורות לתיעול (ניקוז) ולביוב מפוליאתילן מחוזקים בפלדה בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 5302  קוטר פנימי 700 מ״מ מונחים בקרקע בעומק מעל 1.75 מ' ועד 2.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0263,מ',1200,"צינורות לתיעול (ניקוז) ולביוב מפוליאתילן מחוזקים בפלדה בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 5302  קוטר פנימי 700 מ״מ מונחים בקרקע בעומק מעל 2.25 מ' ועד 2.75 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0264,מ',1240,"צינורות לתיעול (ניקוז) ולביוב מפוליאתילן מחוזקים בפלדה בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 5302  קוטר פנימי 700 מ״מ מונחים בקרקע בעומק מעל 2.75 מ' ועד 3.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0265,מ',1280,"צינורות לתיעול (ניקוז) ולביוב מפוליאתילן מחוזקים בפלדה בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 5302  קוטר פנימי 700 מ״מ מונחים בקרקע בעומק מעל 3.25 מ' ועד 3.75 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0266,מ',1330,"צינורות לתיעול (ניקוז) ולביוב מפוליאתילן מחוזקים בפלדה בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 5302  קוטר פנימי 700 מ״מ מונחים בקרקע בעומק מעל 3.75 מ' ועד 4.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0271,מ',1410,"צינורות לתיעול (ניקוז) ולביוב מפוליפרופילן (PP) בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 21138 חלק 3  קוטר פנימי 800 מ״מ מונחים בקרקע עד עומק 1.75 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0272,מ',1435,"צינורות לתיעול (ניקוז) ולביוב מפוליפרופילן (PP) בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 21138 חלק 3  קוטר פנימי 800 מ״מ מונחים בקרקע בעומק מעל 1.75 מ' ועד 2.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0273,מ',1465,"צינורות לתיעול (ניקוז) ולביוב מפוליפרופילן (PP) בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 21138 חלק 3  קוטר פנימי 800 מ״מ מונחים בקרקע בעומק מעל 2.25 מ' ועד 2.75 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0274,מ',1500,"צינורות לתיעול (ניקוז) ולביוב מפוליפרופילן (PP) בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 21138 חלק 3  קוטר פנימי 800 מ״מ מונחים בקרקע בעומק מעל 2.75 מ' ועד 3.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0275,מ',1540,"צינורות לתיעול (ניקוז) ולביוב מפוליפרופילן (PP) בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 21138 חלק 3  קוטר פנימי 800 מ״מ מונחים בקרקע בעומק מעל 3.25 מ' ועד 3.75 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0276,מ',1590,"צינורות לתיעול (ניקוז) ולביוב מפוליפרופילן (PP) בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 21138 חלק 3  קוטר פנימי 800 מ״מ מונחים בקרקע בעומק מעל 3.75 מ' ועד 4.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0280,מ',1640,"צינורות לתיעול (ניקוז) ולביוב מפוליאתילן מחוזקים בפלדה בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 5302  קוטר פנימי 900 מ״מ מונחים בקרקע עד עומק 1.75 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0282,מ',1665,"צינורות לתיעול (ניקוז) ולביוב מפוליאתילן מחוזקים בפלדה בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 5302  קוטר פנימי 900 מ״מ מונחים בקרקע בעומק מעל 1.75 מ' ועד 2.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0283,מ',1695,"צינורות לתיעול (ניקוז) ולביוב מפוליאתילן מחוזקים בפלדה בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 5302  קוטר פנימי 900 מ״מ מונחים בקרקע בעומק מעל 2.25 מ' ועד 2.75 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0284,מ',1730,"צינורות לתיעול (ניקוז) ולביוב מפוליאתילן מחוזקים בפלדה בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 5302  קוטר פנימי 900 מ״מ מונחים בקרקע בעומק מעל 2.75 מ' ועד 3.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0285,מ',1770,"צינורות לתיעול (ניקוז) ולביוב מפוליאתילן מחוזקים בפלדה בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 5302  קוטר פנימי 900 מ״מ מונחים בקרקע בעומק מעל 3.25 מ' ועד 3.75 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0286,מ',1820,"צינורות לתיעול (ניקוז) ולביוב מפוליאתילן מחוזקים בפלדה בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 5302  קוטר פנימי 900 מ״מ מונחים בקרקע בעומק מעל 3.75 מ' ועד 4.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0287,מ',1870,"צינורות לתיעול (ניקוז) ולביוב מפוליאתילן מחוזקים בפלדה בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 5302  קוטר פנימי 900 מ״מ מונחים בקרקע בעומק מעל 4.25 מ' ועד 4.75 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0290,מ',1910,"צינורות לתיעול (ניקוז) ולביוב מפוליאתילן מחוזקים בפלדה בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 5302  קוטר פנימי 1000 מ״מ מונחים בקרקע עד עומק 1.75 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.053.0291,מ',1935,"צינורות לתיעול (ניקוז) ולביוב מפוליאתילן מחוזקים בפלדה בעלי דופן מבני דגם ""פלדק0""(SN8) או ש״ע לפי ת""׳ 5302  קוטר פנימי 1000 מ״מ מונחים בקרקע בעומק מעל 1.75 מ' ועד 2.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
